Identification,Latitude,Longitude,Time of Observation,Ice Accretion On Ship,Thickness of Ice Accretion On Ship,Rate of Ice Accretion on Ship,Sea Level Pressure,Characteristics of Pressure Tendency,Pressure Tendency,Air Temperature,Wet Bulb Temperature,Dew Point Temperature,Sea Surface Temperature,Wave Direction,Wave Period,Wave Height,Swell Direction,Swell Period,Swell Height,Total Cloud Amount,Low Cloud Amount,Low Cloud Type,Cloud Height Indicator,Cloud Height,Middle Cloud Type,High Cloud Type,Visibility,Visibility Indicator,Present Weather,Past Weather,Wind Direction,Wind Speed
CHSV3, 17.8, 295.3,2018-07-25T08:12:00, , , , , , ,25.7, , ,28.7, , , , , , , , , , ,A, , , , , , , 70,1.0
CHSV3, 17.8, 295.3,2018-07-25T08:18:00, , , , , , ,25.7, , ,28.7, , , , , , , , , , ,A, , , , , , ,100,1.5
CHSV3, 17.8, 295.3,2018-07-25T08:24:00, , , , , , ,25.7, , ,28.7, , , , , , , , , , ,A, , , , , , ,110,1.0
CHSV3, 17.8, 295.3,2018-07-25T08:30:00, , , ,1017.90, , ,25.6, , , , , , , , , , , , , , , , , , , , ,101,1.5
CHSV3, 17.8, 295.3,2018-07-25T08:36:00, , , , , , ,25.6, , ,28.7, , , , , , , , , , ,A, , , , , , ,110,1.0
CHSV3, 17.8, 295.3,2018-07-25T08:42:00, , , , , , ,25.5, , ,28.7, , , , , , , , , , ,A, , , , , , ,100,1.0
CHSV3, 17.8, 295.3,2018-07-25T08:48:00, , , , , , ,25.5, , ,28.7, , , , , , , , , , ,A, , , , , , ,100,1.0
CHSV3, 17.8, 295.3,2018-07-25T08:54:00, , , , , , ,25.5, , ,28.7, , , , , , , , , , ,A, , , , , , ,110,1.0
CHSV3, 17.8, 295.3,2018-07-25T09:00:00, , , ,1018.10, , ,25.6, , , , , , , , , , , , , , , , , , , , ,104,1.2
CHSV3, 17.8, 295.3,2018-07-25T09:06:00, , , , , , ,25.6, , ,28.6, , , , , , , , , , ,A, , , , , , ,100,1.0
CHSV3, 17.8, 295.3,2018-07-25T09:12:00, , , , , , ,25.6, , ,28.6, , , , , , , , , , ,A, , , , , , ,120,1.5
CHSV3, 17.8, 295.3,2018-07-25T09:18:00, , , , , , ,25.7, , ,28.6, , , , , , , , , , ,A, , , , , , , 90,1.0
CHSV3, 17.8, 295.3,2018-07-25T09:24:00, , , , , , ,25.7, , ,28.6, , , , , , , , , , ,A, , , , , , ,100,1.5
CHSV3, 17.8, 295.3,2018-07-25T09:30:00, , , ,1018.40, , ,25.7, , , , , , , , , , , , , , , , , , , , ,113,1.0
CHSV3, 17.8, 295.3,2018-07-25T09:36:00, , , , , , ,25.7, , ,28.6, , , , , , , , , , ,A, , , , , , ,100,1.5
CHSV3, 17.8, 295.3,2018-07-25T09:42:00, , , , , , ,25.7, , ,28.5, , , , , , , , , , ,A, , , , , , ,110,1.5
CHSV3, 17.8, 295.3,2018-07-25T09:48:00, , , , , , ,25.7, , ,28.5, , , , , , , , , , ,A, , , , , , ,100,1.0
CHSV3, 17.8, 295.3,2018-07-25T09:54:00, , , , , , ,25.8, , ,28.5, , , , , , , , , , ,A, , , , , , ,120,1.0
CHSV3, 17.8, 295.3,2018-07-25T10:00:00, , , ,1018.50, , ,25.8, , , , , , , , , , , , , , , , , , , , ,108,0.8
CHSV3, 17.8, 295.3,2018-07-25T10:06:00, , , , , , ,25.9, , ,28.5, , , , , , , , , , ,A, , , , , , ,100,1.0
CHSV3, 17.8, 295.3,2018-07-25T10:12:00, , , , , , ,26.0, , ,28.4, , , , , , , , , , ,A, , , , , , , 90,1.5
CHSV3, 17.8, 295.3,2018-07-25T10:18:00, , , , , , ,26.0, , ,28.4, , , , , , , , , , ,A, , , , , , ,100,1.5
CHSV3, 17.8, 295.3,2018-07-25T10:24:00, , , , , , ,26.1, , ,28.4, , , , , , , , , , ,A, , , , , , ,100,1.5
CHSV3, 17.8, 295.3,2018-07-25T10:30:00, , , ,1018.90, , ,26.2, , , , , , , , , , , , , , , , , , , , , 89,1.3
CHSV3, 17.8, 295.3,2018-07-25T10:36:00, , , , , , ,26.3, , ,28.4, , , , , , , , , , ,A, , , , , , , 90,1.5
CHSV3, 17.8, 295.3,2018-07-25T10:42:00, , , , , , ,26.4, , ,28.4, , , , , , , , , , ,A, , , , , , , 90,1.5
CHSV3, 17.8, 295.3,2018-07-25T10:48:00, , , , , , ,26.7, , ,28.3, , , , , , , , , , ,A, , , , , , , 80,0.5
CHSV3, 17.8, 295.3,2018-07-25T10:54:00, , , , , , ,26.9, , ,28.3, , , , , , , , , , ,A, , , , , , , 90,1.0
CHSV3, 17.8, 295.3,2018-07-25T11:00:00, , , ,1019.30, , ,27.3, , , , , , , , , , , , , , , , , , , , , 85,1.3
CHSV3, 17.8, 295.3,2018-07-25T11:06:00, , , , , , ,27.6, , ,28.3, , , , , , , , , , ,A, , , , , , , 90,1.0
CHSV3, 17.8, 295.3,2018-07-25T11:12:00, , , , , , , , , ,28.3, , , , , , , , , , ,A, , , , , , , 70,1.5
CHSV3, 17.8, 295.3,2018-07-25T11:18:00, , , , , , ,28.0, , ,28.3, , , , , , , , , , ,A, , , , , , , 80,1.0
CHSV3, 17.8, 295.3,2018-07-25T11:24:00, , , , , , ,28.3, , ,28.3, , , , , , , , , , ,A, , , , , , , 80,1.0
CHSV3, 17.8, 295.3,2018-07-25T11:30:00, , , , , , ,27.9, , ,28.3, , , , , , , , , , ,A, , , , , , , 90,2.1
CHSV3, 17.8, 295.3,2018-07-25T11:36:00, , , , , , ,27.9, , ,28.3, , , , , , , , , , ,A, , , , , , , 80,1.5
CHSV3, 17.8, 295.3,2018-07-25T11:42:00, , , , , , ,27.8, , ,28.3, , , , , , , , , , ,A, , , , , , , 60,1.5
CHSV3, 17.8, 295.3,2018-07-25T11:48:00, , , , , , ,28.0, , ,28.3, , , , , , , , , , ,A, , , , , , , 80,1.0
CHSV3, 17.8, 295.3,2018-07-25T11:54:00, , , , , , ,28.3, , ,28.3, , , , , , , , , , ,A, , , , , , , 70,1.5
CHSV3, 17.8, 295.3,2018-07-25T12:00:00, , , ,1019.70, , ,28.3, , , , , , , , , , , , , , , , , , , , , 67,1.9
CHSV3, 17.8, 295.3,2018-07-25T12:06:00, , , , , , ,28.5, , ,28.3, , , , , , , , , , ,A, , , , , , , 80,1.5
CHSV3, 17.8, 295.3,2018-07-25T12:12:00, , , , , , ,28.9, , ,28.3, , , , , , , , , , ,A, , , , , , , 90,2.1
CHSV3, 17.8, 295.3,2018-07-25T12:18:00, , , , , , ,29.0, , ,28.3, , , , , , , , , , ,A, , , , , , , 90,2.1
CHSV3, 17.8, 295.3,2018-07-25T12:24:00, , , , , , ,29.3, , ,28.3, , , , , , , , , , ,A, , , , , , ,120,2.1
CHSV3, 17.8, 295.3,2018-07-25T12:30:00, , , ,1019.80, , ,29.1, , , , , , , , , , , , , , , , , , , , ,102,2.1
CHSV3, 17.8, 295.3,2018-07-25T12:36:00, , , , , , ,29.0, , ,28.2, , , , , , , , , , ,A, , , , , , , 90,3.1
CHSV3, 17.8, 295.3,2018-07-25T12:42:00, , , , , , ,28.9, , ,28.2, , , , , , , , , , ,A, , , , , , , 90,2.6
CHSV3, 17.8, 295.3,2018-07-25T12:48:00, , , , , , ,28.9, , ,28.2, , , , , , , , , , ,A, , , , , , , 90,2.6
CHSV3, 17.8, 295.3,2018-07-25T12:54:00, , , , , , ,28.9, , ,28.2, , , , , , , , , , ,A, , , , , , , 70,2.6
CHSV3, 17.8, 295.3,2018-07-25T13:00:00, , , ,1019.70, , ,29.1, , , , , , , , , , , , , , , , , , , , ,107,2.9
CHSV3, 17.8, 295.3,2018-07-25T13:06:00, , , , , , ,29.4, , ,28.2, , , , , , , , , , ,A, , , , , , , 60,2.1
CHSV3, 17.8, 295.3,2018-07-25T13:12:00, , , , , , ,29.4, , ,28.2, , , , , , , , , , ,A, , , , , , , 60,2.6
CHSV3, 17.8, 295.3,2018-07-25T13:18:00, , , , , , ,29.3, , ,28.2, , , , , , , , , , ,A, , , , , , ,100,2.1
CHSV3, 17.8, 295.3,2018-07-25T13:24:00, , , , , , ,29.4, , ,28.2, , , , , , , , , , ,A, , , , , , ,110,2.6
CHSV3, 17.8, 295.3,2018-07-25T13:30:00, , , ,1019.90, , ,29.3, , , , , , , , , , , , , , , , , , , , , 99,1.4
CHSV3, 17.8, 295.3,2018-07-25T13:36:00, , , , , , ,29.4, , ,28.2, , , , , , , , , , ,A, , , , , , ,100,1.5
CHSV3, 17.8, 295.3,2018-07-25T13:42:00, , , , , , ,29.2, , ,28.2, , , , , , , , , , ,A, , , , , , , 90,3.1
CHSV3, 17.8, 295.3,2018-07-25T13:48:00, , , , , , ,29.1, , ,28.2, , , , , , , , , , ,A, , , , , , , 70,3.1
CHSV3, 17.8, 295.3,2018-07-25T13:54:00, , , , , , ,29.2, , ,28.2, , , , , , , , , , ,A, , , , , , , 80,2.6
CHSV3, 17.8, 295.3,2018-07-25T14:00:00, , , ,1019.70, , ,29.2, , , , , , , , , , , , , , , , , , , , , 74,2.5
CHSV3, 17.8, 295.3,2018-07-25T14:06:00, , , , , , ,28.9, , ,28.2, , , , , , , , , , ,A, , , , , , , 60,3.1
CHSV3, 17.8, 295.3,2018-07-25T14:12:00, , , , , , , , , , , , , , , , , , , , ,A, , , , , , , 50,3.1
CHSV3, 17.8, 295.3,2018-07-25T14:18:00, , , , , , ,29.1, , ,28.2, , , , , , , , , , ,A, , , , , , , 80,2.1
CHSV3, 17.8, 295.3,2018-07-25T14:24:00, , , , , , ,30.1, , ,28.2, , , , , , , , , , ,A, , , , , , ,110,2.6
CHSV3, 17.8, 295.3,2018-07-25T14:30:00, , , ,1019.80, , ,29.8, , , , , , , , , , , , , , , , , , , , , 86,3.0
CHSV3, 17.8, 295.3,2018-07-25T14:36:00, , , , , , ,30.0, , ,28.3, , , , , , , , , , ,A, , , , , , , 80,2.6
CHSV3, 17.8, 295.3,2018-07-25T14:42:00, , , , , , ,30.5, , ,28.3, , , , , , , , , , ,A, , , , , , ,100,1.5
CHSV3, 17.8, 295.3,2018-07-25T14:48:00, , , , , , ,30.3, , ,28.3, , , , , , , , , , ,A, , , , , , ,110,3.6
CHSV3, 17.8, 295.3,2018-07-25T14:54:00, , , , , , ,30.2, , ,28.3, , , , , , , , , , ,A, , , , , , , 80,4.6
CHSV3, 17.8, 295.3,2018-07-25T15:00:00, , , ,1019.80, , ,30.3, , , , , , , , , , , , , , , , , , , , , 84,3.0
CHSV3, 17.8, 295.3,2018-07-25T15:06:00, , , , , , ,30.0, , ,28.3, , , , , , , , , , ,A, , , , , , , 70,3.6
CHSV3, 17.8, 295.3,2018-07-25T15:12:00, , , , , , ,30.2, , ,28.3, , , , , , , , , , ,A, , , , , , , 80,4.6
CHSV3, 17.8, 295.3,2018-07-25T15:18:00, , , , , , ,30.3, , ,28.3, , , , , , , , , , ,A, , , , , , ,100,3.6
CHSV3, 17.8, 295.3,2018-07-25T15:24:00, , , , , , ,30.2, , ,28.3, , , , , , , , , , ,A, , , , , , ,110,4.6
CHSV3, 17.8, 295.3,2018-07-25T15:30:00, , , ,1019.60, , ,30.2, , , , , , , , , , , , , , , , , , , , , 80,4.1
CHSV3, 17.8, 295.3,2018-07-25T15:36:00, , , , , , ,30.5, , ,28.4, , , , , , , , , , ,A, , , , , , ,110,3.6
CHSV3, 17.8, 295.3,2018-07-25T15:42:00, , , , , , , , , , , , , , , , , , , , ,A, , , , , , ,100,4.1
CHSV3, 17.8, 295.3,2018-07-25T15:48:00, , , , , , ,30.4, , ,28.4, , , , , , , , , , ,A, , , , , , , 80,2.1
CHSV3, 17.8, 295.3,2018-07-25T15:54:00, , , , , , ,30.3, , ,28.4, , , , , , , , , , ,A, , , , , , ,110,4.1
CHSV3, 17.8, 295.3,2018-07-25T16:00:00, , , ,1019.40, , ,30.0, , , , , , , , , , , , , , , , , , , , ,115,4.7
CHSV3, 17.8, 295.3,2018-07-25T16:06:00, , , , , , ,30.5, , ,28.4, , , , , , , , , , ,A, , , , , , ,120,4.6
CHSV3, 17.8, 295.3,2018-07-25T16:12:00, , , , , , ,30.0, , ,28.4, , , , , , , , , , ,A, , , , , , ,100,4.6
CHSV3, 17.8, 295.3,2018-07-25T16:18:00, , , , , , ,30.2, , ,28.4, , , , , , , , , , ,A, , , , , , ,110,5.1
CHSV3, 17.8, 295.3,2018-07-25T16:24:00, , , , , , ,30.4, , ,28.4, , , , , , , , , , ,A, , , , , , ,100,4.1
CHSV3, 17.8, 295.3,2018-07-25T16:30:00, , , ,1019.20, , ,30.5, , , , , , , , , , , , , , , , , , , , ,101,2.8
CHSV3, 17.8, 295.3,2018-07-25T16:36:00, , , , , , ,30.1, , ,28.4, , , , , , , , , , ,A, , , , , , ,110,3.1
CHSV3, 17.8, 295.3,2018-07-25T16:42:00, , , , , , ,30.1, , ,28.5, , , , , , , , , , ,A, , , , , , , 80,3.6
CHSV3, 17.8, 295.3,2018-07-25T16:48:00, , , , , , ,30.4, , ,28.5, , , , , , , , , , ,A, , , , , , , 90,2.6
CHSV3, 17.8, 295.3,2018-07-25T16:54:00, , , , , , ,30.3, , ,28.5, , , , , , , , , , ,A, , , , , , ,110,3.6
CHSV3, 17.8, 295.3,2018-07-25T17:00:00, , , ,1018.90, , ,30.5, , , , , , , , , , , , , , , , , , , , ,122,3.5
CHSV3, 17.8, 295.3,2018-07-25T17:06:00, , , , , , ,30.4, , ,28.5, , , , , , , , , , ,A, , , , , , ,120,3.1
CHSV3, 17.8, 295.3,2018-07-25T17:12:00, , , , , , ,30.0, , ,28.5, , , , , , , , , , ,A, , , , , , ,100,3.6
CHSV3, 17.8, 295.3,2018-07-25T17:18:00, , , , , , ,30.2, , ,28.5, , , , , , , , , , ,A, , , , , , , 80,2.6
CHSV3, 17.8, 295.3,2018-07-25T17:24:00, , , , , , ,30.1, , ,28.5, , , , , , , , , , ,A, , , , , , , 90,3.1
CHSV3, 17.8, 295.3,2018-07-25T17:30:00, , , ,1018.60, , ,30.1, , , , , , , , , , , , , , , , , , , , ,130,4.7
CHSV3, 17.8, 295.3,2018-07-25T17:36:00, , , , , , ,29.7, , ,28.5, , , , , , , , , , ,A, , , , , , ,100,4.6
CHSV3, 17.8, 295.3,2018-07-25T17:42:00, , , , , , ,29.8, , ,28.5, , , , , , , , , , ,A, , , , , , , 80,2.6
CHSV3, 17.8, 295.3,2018-07-25T17:48:00, , , , , , ,29.7, , ,28.5, , , , , , , , , , ,A, , , , , , ,100,3.1
CHSV3, 17.8, 295.3,2018-07-25T17:54:00, , , , , , ,29.7, , ,28.5, , , , , , , , , , ,A, , , , , , , 80,2.6
CHSV3, 17.8, 295.3,2018-07-25T18:00:00, , , ,1018.20, , ,29.6, , , , , , , , , , , , , , , , , , , , ,100,2.5
CHSV3, 17.8, 295.3,2018-07-25T18:06:00, , , , , , ,29.5, , ,28.5, , , , , , , , , , ,A, , , , , , , 80,3.1
CHSV3, 17.8, 295.3,2018-07-25T18:12:00, , , , , , ,29.3, , ,28.5, , , , , , , , , , ,A, , , , , , , 80,3.6
CHSV3, 17.8, 295.3,2018-07-25T18:18:00, , , , , , ,29.3, , ,28.5, , , , , , , , , , ,A, , , , , , , 60,3.1
CHSV3, 17.8, 295.3,2018-07-25T18:24:00, , , , , , ,30.1, , ,28.5, , , , , , , , , , ,A, , , , , , ,100,2.1
CHSV3, 17.8, 295.3,2018-07-25T18:30:00, , , ,1018.10, , ,29.6, , , , , , , , , , , , , , , , , , , , , 87,4.2
CHSV3, 17.8, 295.3,2018-07-25T18:36:00, , , , , , ,29.7, , ,28.5, , , , , , , , , , ,A, , , , , , ,110,4.6
CHSV3, 17.8, 295.3,2018-07-25T18:42:00, , , , , , ,29.6, , ,28.5, , , , , , , , , , ,A, , , , , , ,110,4.1
CHSV3, 17.8, 295.3,2018-07-25T18:48:00, , , , , , ,29.9, , ,28.5, , , , , , , , , , ,A, , , , , , ,110,3.1
CHSV3, 17.8, 295.3,2018-07-25T18:54:00, , , , , , ,29.9, , ,28.5, , , , , , , , , , ,A, , , , , , , 90,3.6
CHSV3, 17.8, 295.3,2018-07-25T19:00:00, , , ,1017.80, , ,30.1, , , , , , , , , , , , , , , , , , , , , 92,3.4
CHSV3, 17.8, 295.3,2018-07-25T19:06:00, , , , , , ,30.0, , ,28.5, , , , , , , , , , ,A, , , , , , ,110,3.6
CHSV3, 17.8, 295.3,2018-07-25T19:12:00, , , , , , ,30.0, , ,28.5, , , , , , , , , , ,A, , , , , , ,110,3.6
CHSV3, 17.8, 295.3,2018-07-25T19:18:00, , , , , , ,29.9, , ,28.6, , , , , , , , , , ,A, , , , , , , 80,2.1
CHSV3, 17.8, 295.3,2018-07-25T19:24:00, , , , , , ,29.7, , ,28.6, , , , , , , , , , ,A, , , , , , ,110,4.1
CHSV3, 17.8, 295.3,2018-07-25T19:30:00, , , ,1017.70, , ,30.0, , , , , , , , , , , , , , , , , , , , ,107,3.5
CHSV3, 17.8, 295.3,2018-07-25T19:36:00, , , , , , ,30.1, , ,28.6, , , , , , , , , , ,A, , , , , , ,120,3.6
CHSV3, 17.8, 295.3,2018-07-25T19:42:00, , , , , , ,30.0, , ,28.6, , , , , , , , , , ,A, , , , , , ,120,4.1
CHSV3, 17.8, 295.3,2018-07-25T19:48:00, , , , , , ,29.9, , ,28.6, , , , , , , , , , ,A, , , , , , , 80,1.5
CHSV3, 17.8, 295.3,2018-07-25T19:54:00, , , , , , ,29.5, , ,28.6, , , , , , , , , , ,A, , , , , , , 90,2.6
CHSV3, 17.8, 295.3,2018-07-25T20:00:00, , , ,1017.60, , ,29.2, , , , , , , , , , , , , , , , , , , , , 60,3.2
CHSV3, 17.8, 295.3,2018-07-25T20:06:00, , , , , , ,29.6, , ,28.6, , , , , , , , , , ,A, , , , , , ,110,2.6
CHSV3, 17.8, 295.3,2018-07-25T20:12:00, , , , , , ,29.4, , ,28.6, , , , , , , , , , ,A, , , , , , ,100,2.1
CHSV3, 17.8, 295.3,2018-07-25T20:18:00, , , , , , ,29.4, , ,28.6, , , , , , , , , , ,A, , , , , , ,100,2.1
CHSV3, 17.8, 295.3,2018-07-25T20:24:00, , , , , , ,29.3, , ,28.6, , , , , , , , , , ,A, , , , , , , 90,2.6
CHSV3, 17.8, 295.3,2018-07-25T20:30:00, , , ,1017.60, , ,29.4, , , , , , , , , , , , , , , , , , , , , 77,2.3
CHSV3, 17.8, 295.3,2018-07-25T20:36:00, , , , , , ,29.3, , ,28.6, , , , , , , , , , ,A, , , , , , ,110,3.1
CHSV3, 17.8, 295.3,2018-07-25T20:42:00, , , , , , ,29.1, , ,28.6, , , , , , , , , , ,A, , , , , , , 80,2.1
CHSV3, 17.8, 295.3,2018-07-25T20:48:00, , , , , , ,29.1, , ,28.6, , , , , , , , , , ,A, , , , , , , 80,2.6
CHSV3, 17.8, 295.3,2018-07-25T20:54:00, , , , , , ,29.1, , ,28.7, , , , , , , , , , ,A, , , , , , , 90,3.6
CHSV3, 17.8, 295.3,2018-07-25T21:00:00, , , ,1017.60, , ,29.1, , , , , , , , , , , , , , , , , , , , , 97,2.2
CHSV3, 17.8, 295.3,2018-07-25T21:06:00, , , , , , ,29.1, , ,28.7, , , , , , , , , , ,A, , , , , , ,110,4.1
CHSV3, 17.8, 295.3,2018-07-25T21:12:00, , , , , , ,28.9, , ,28.7, , , , , , , , , , ,A, , , , , , , 90,3.1
CHSV3, 17.8, 295.3,2018-07-25T21:18:00, , , , , , ,28.9, , ,28.7, , , , , , , , , , ,A, , , , , , , 70,3.1
CHSV3, 17.8, 295.3,2018-07-25T21:24:00, , , , , , ,29.0, , ,28.7, , , , , , , , , , ,A, , , , , , , 50,2.1
CHSV3, 17.8, 295.3,2018-07-25T21:30:00, , , ,1017.60, , ,29.0, , , , , , , , , , , , , , , , , , , , , 89,1.6
CHSV3, 17.8, 295.3,2018-07-25T21:36:00, , , , , , ,28.9, , ,28.7, , , , , , , , , , ,A, , , , , , , 90,2.6
CHSV3, 17.8, 295.3,2018-07-25T21:42:00, , , , , , ,28.9, , ,28.7, , , , , , , , , , ,A, , , , , , , 60,2.1
CHSV3, 17.8, 295.3,2018-07-25T21:48:00, , , , , , ,28.8, , ,28.7, , , , , , , , , , ,A, , , , , , ,100,2.6
CHSV3, 17.8, 295.3,2018-07-25T21:54:00, , , , , , ,28.8, , ,28.7, , , , , , , , , , ,A, , , , , , , 90,2.6
CHSV3, 17.8, 295.3,2018-07-25T22:00:00, , , ,1017.70, , ,28.7, , , , , , , , , , , , , , , , , , , , , 87,2.7
CHSV3, 17.8, 295.3,2018-07-25T22:06:00, , , , , , ,28.7, , ,28.7, , , , , , , , , , ,A, , , , , , , 70,1.5
CHSV3, 17.8, 295.3,2018-07-25T22:12:00, , , , , , ,28.6, , ,28.7, , , , , , , , , , ,A, , , , , , , 70,2.6
CHSV3, 17.8, 295.3,2018-07-25T22:18:00, , , , , , ,28.6, , ,28.7, , , , , , , , , , ,A, , , , , , , 70,1.5
CHSV3, 17.8, 295.3,2018-07-25T22:24:00, , , , , , ,28.6, , ,28.7, , , , , , , , , , ,A, , , , , , , 70,1.5
CHSV3, 17.8, 295.3,2018-07-25T22:30:00, , , ,1017.90, , ,28.5, , , , , , , , , , , , , , , , , , , , , 65,1.7
CHSV3, 17.8, 295.3,2018-07-25T22:36:00, , , , , , ,28.3, , ,28.7, , , , , , , , , , ,A, , , , , , , 80,2.6
CHSV3, 17.8, 295.3,2018-07-25T22:42:00, , , , , , ,28.3, , ,28.7, , , , , , , , , , ,A, , , , , , , 80,2.1
CHSV3, 17.8, 295.3,2018-07-25T22:48:00, , , , , , ,28.3, , ,28.7, , , , , , , , , , ,A, , , , , , , 90,0.5
CHSV3, 17.8, 295.3,2018-07-25T22:54:00, , , , , , ,28.1, , ,28.6, , , , , , , , , , ,A, , , , , , , 80,2.1
CHSV3, 17.8, 295.3,2018-07-25T23:00:00, , , ,1018.00, , ,28.0, , , , , , , , , , , , , , , , , , , , , 96,0.8
CHSV3, 17.8, 295.3,2018-07-25T23:06:00, , , , , , ,28.0, , ,28.6, , , , , , , , , , ,A, , , , , , , 80,1.5
CHSV3, 17.8, 295.3,2018-07-25T23:12:00, , , , , , ,27.9, , ,28.6, , , , , , , , , , ,A, , , , , , , 70,1.0
CHSV3, 17.8, 295.3,2018-07-25T23:18:00, , , , , , ,27.8, , ,28.6, , , , , , , , , , ,A, , , , , , , 70,0.5
CHSV3, 17.8, 295.3,2018-07-25T23:24:00, , , , , , ,27.8, , ,28.6, , , , , , , , , , ,A, , , , , , , 70,1.0
CHSV3, 17.8, 295.3,2018-07-25T23:30:00, , , ,1018.20, , ,27.8, , , , , , , , , , , , , , , , , , , , , 62,0.8
CHSV3, 17.8, 295.3,2018-07-25T23:36:00, , , , , , ,27.8, , ,28.6, , , , , , , , , , ,A, , , , , , , 70,1.0
CHSV3, 17.8, 295.3,2018-07-25T23:42:00, , , , , , ,27.8, , ,28.6, , , , , , , , , , ,A, , , , , , , 90,1.5
CHSV3, 17.8, 295.3,2018-07-25T23:48:00, , , , , , ,27.8, , ,28.6, , , , , , , , , , ,A, , , , , , , 60,1.5
CHSV3, 17.8, 295.3,2018-07-25T23:54:00, , , , , , ,27.8, , ,28.6, , , , , , , , , , ,A, , , , , , , 80,1.0
CHSV3, 17.8, 295.3,2018-07-26T00:00:00, , , ,1018.70, , ,27.7, , , , , , , , , , , , , , , , , , , , , 78,0.5
CHSV3, 17.8, 295.3,2018-07-26T00:06:00, , , , , , ,27.7, , ,28.6, , , , , , , , , , ,A, , , , , , , 90,1.5
CHSV3, 17.8, 295.3,2018-07-26T00:12:00, , , , , , ,27.6, , ,28.7, , , , , , , , , , ,A, , , , , , , 90,1.0
CHSV3, 17.8, 295.3,2018-07-26T00:18:00, , , , , , ,27.5, , ,28.7, , , , , , , , , , ,A, , , , , , ,100,1.5
CHSV3, 17.8, 295.3,2018-07-26T00:24:00, , , , , , ,27.5, , ,28.7, , , , , , , , , , ,A, , , , , , , 90,1.0
CHSV3, 17.8, 295.3,2018-07-26T00:30:00, , , ,1018.90, , ,27.5, , , , , , , , , , , , , , , , , , , , , 91,0.8
CHSV3, 17.8, 295.3,2018-07-26T00:36:00, , , , , , ,27.4, , ,28.7, , , , , , , , , , ,A, , , , , , , 90,1.0
CHSV3, 17.8, 295.3,2018-07-26T00:42:00, , , , , , ,27.4, , ,28.7, , , , , , , , , , ,A, , , , , , ,100,1.0
CHSV3, 17.8, 295.3,2018-07-26T00:48:00, , , , , , ,27.4, , ,28.7, , , , , , , , , , ,A, , , , , , ,100,1.0
CHSV3, 17.8, 295.3,2018-07-26T00:54:00, , , , , , ,27.4, , ,28.8, , , , , , , , , , ,A, , , , , , ,100,1.0
CHSV3, 17.8, 295.3,2018-07-26T01:00:00, , , ,1019.20, , ,27.4, , , , , , , , , , , , , , , , , , , , ,114,1.3
CHSV3, 17.8, 295.3,2018-07-26T01:06:00, , , , , , ,27.4, , ,28.8, , , , , , , , , , ,A, , , , , , , 80,0.5
CHSV3, 17.8, 295.3,2018-07-26T01:12:00, , , , , , ,27.4, , ,28.8, , , , , , , , , , ,A, , , , , , ,100,1.0
CHSV3, 17.8, 295.3,2018-07-26T01:18:00, , , , , , , , , , , , , , , , , , , , ,A, , , , , , , 90,0.5
CHSV3, 17.8, 295.3,2018-07-26T01:24:00, , , , , , ,27.5, , ,28.8, , , , , , , , , , ,A, , , , , , ,130,0.5
CHSV3, 17.8, 295.3,2018-07-26T01:30:00, , , ,1019.40, , ,27.5, , , , , , , , , , , , , , , , , , , , ,108,0.9
CHSV3, 17.8, 295.3,2018-07-26T01:36:00, , , , , , ,27.5, , ,28.8, , , , , , , , , , ,A, , , , , , ,110,0.5
CHSV3, 17.8, 295.3,2018-07-26T01:42:00, , , , , , ,27.5, , ,28.8, , , , , , , , , , ,A, , , , , , ,120,0.5
CHSV3, 17.8, 295.3,2018-07-26T01:48:00, , , , , , , , , , , , , , , , , , , , ,A, , , , , , , 80,2.1
CHSV3, 17.8, 295.3,2018-07-26T01:54:00, , , , , , ,27.5, , ,28.8, , , , , , , , , , ,A, , , , , , ,100,1.0
CHSV3, 17.8, 295.3,2018-07-26T02:00:00, , , ,1019.60, , ,27.5, , , , , , , , , , , , , , , , , , , , , 82,2.0
CHSV3, 17.8, 295.3,2018-07-26T02:06:00, , , , , , ,27.6, , ,28.8, , , , , , , , , , ,A, , , , , , ,100,1.5
CHSV3, 17.8, 295.3,2018-07-26T02:12:00, , , , , , ,27.6, , ,28.8, , , , , , , , , , ,A, , , , , , , 90,2.1
CHSV3, 17.8, 295.3,2018-07-26T02:18:00, , , , , , ,27.8, , ,28.8, , , , , , , , , , ,A, , , , , , , 70,2.1
CHSV3, 17.8, 295.3,2018-07-26T02:24:00, , , , , , ,27.7, , ,28.8, , , , , , , , , , ,A, , , , , , , 70,1.5
CHSV3, 17.8, 295.3,2018-07-26T02:30:00, , , ,1019.50, , ,27.7, , , , , , , , , , , , , , , , , , , , , 86,1.8
CHSV3, 17.8, 295.3,2018-07-26T02:36:00, , , , , , ,27.7, , ,28.8, , , , , , , , , , ,A, , , , , , , 90,2.1
CHSV3, 17.8, 295.3,2018-07-26T02:42:00, , , , , , ,27.7, , ,28.8, , , , , , , , , , ,A, , , , , , , 80,2.6
CHSV3, 17.8, 295.3,2018-07-26T02:48:00, , , , , , , , , , , , , , , , , , , , ,A, , , , , , , 60,2.1
CHSV3, 17.8, 295.3,2018-07-26T02:54:00, , , , , , ,27.7, , ,28.8, , , , , , , , , , ,A, , , , , , , 70,1.5
CHSV3, 17.8, 295.3,2018-07-26T03:00:00, , , ,1019.50, , ,27.6, , , , , , , , , , , , , , , , , , , , , 87,2.0
